name,sex,ethnicity,ses,vowel,stress,word,F1,F2,F1_lobnorm_unscaled,F2_lobnorm_unscaled,dur,plt_manner,plt_place,plt_voice,pre_seg,fol_seg,context,word_trans,F1_20,F2_20,F1_35,F2_35,F1_50,F2_50,F1_65,F2_65,F1_80,F2_80
Philip,male,Anglo,LWC,AW,1,ABOUT,488.7,1695.9,0.205055502,0.301184281,0.06,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,487,1698.5,487.6,1697.3,493.7,1684.3,487.1,1668.9,486.5,1665.8
Philip,male,Anglo,LWC,AW,1,ABOUT,491.4,1844.5,0.235898264,0.70316782,0.16,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,434.7,1774.1,510.7,1824.9,547.7,1814.2,575.6,1778.7,592.9,1758.1
Philip,male,Anglo,LWC,AW,1,ABOUT,499.5,1952.9,0.328426548,0.996404803,0.19,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,462.9,1889.3,498.7,1958.7,519.8,1926.6,558.3,1812,567.3,1801.2
Philip,male,Anglo,LWC,AW,1,ABOUT,500.2,1803.6,0.33642282,0.592527667,0.07,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,497.6,1821.5,500.2,1803.6,508.8,1682.7,515,1717.8,511.4,1716
Philip,male,Anglo,LWC,AW,1,ABOUT,507.6,1827.5,0.420954833,0.657180471,0.1,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,495.1,1754.6,509.6,1822.2,533.5,1749.4,561.6,1670.3,571.2,1658.8
Philip,male,Anglo,LWC,AW,1,ABOUT,633,1543.3,1.853429754,-0.111619812,0.05,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,632.7,1545.8,632.7,1545.8,637.9,1537.7,635.7,1524.7,635.7,1524.7
Mitch,male,Anglo,LWC,AW,1,ABOUT,398.4,2230.7,-1.081762015,1.28012039,0.13,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,372.6,2176.1,408.9,2232.3,469,2300.1,500.4,1875.9,489,2520.7
Mitch,male,Anglo,LWC,AW,1,ABOUT,427.6,2282.7,-0.645054574,1.379909555,0.12,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,423,2184.5,428.5,2293.2,445.1,2115.1,466.3,1639,485.7,1122.3
Mitch,male,Anglo,LWC,AW,1,ABOUT,433.3,1837.4,-0.559806889,0.525368875,0.06,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,429.1,1838.6,432,1838.8,447.2,1790.5,463,1678.3,464.3,1668.9
Mitch,male,Anglo,LWC,AW,1,ABOUT,439.2,1979.8,-0.471568057,0.798637667,0.11,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,415.2,1931,446,1991.1,483,1810.3,502.5,1611.3,476.4,1355.8
Mitch,male,Anglo,LWC,AW,1,ABOUT,448,2284,-0.339957596,1.382404284,0.13,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,431.9,2173.4,456.6,2336,490.5,2151.4,509,1969.8,488.8,1831.9
Mitch,male,Anglo,LWC,AW,1,ABOUT,473.5,1326.6,0.041413628,-0.454867772,0.07,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,463.3,1293.2,472.1,1321,493.3,1394.1,479.7,1347.7,446.4,1166.7
Daniel,male,Italian,MC,AW,1,ABOUT,561.1,1734.5,0.045629607,0.220533141,0.12,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,422.6,2235.6,584.4,1786.8,645.8,1805.5,678.6,1702.7,667.7,1568.1
Daniel,male,Italian,MC,AW,1,ABOUT,666,1835.6,0.903762344,0.388748427,0.16,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,578.6,1710.1,680.5,1856.4,716.8,1763.5,714.6,1607.9,601.9,1466.3
Daniel,male,Italian,MC,AW,1,ABOUT,504.5,743.9,-0.331018931,-1.355047746,0.12,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,386.4,841.8,532.7,757,564.5,775,549.1,699.2,524.2,705.1
Daniel,male,Italian,MC,AW,1,ABOUT,536.8,794.4,-0.076416335,-1.276622088,0.12,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,486,737.6,565.3,785.7,646.9,930.1,628.7,852.7,566.4,782.1
Daniel,male,Italian,MC,AW,1,ABOUT,554.3,1736.9,0.061526249,0.187064685,0.09,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,503.2,1667.1,559,1753.1,618.4,1812.8,646.9,1656.2,655.8,1529.1
Daniel,male,Italian,MC,AW,1,ABOUT,571.4,749.4,0.196315859,-1.346506338,0.13,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,470.6,694.9,615.8,753.6,619.7,744.2,673.5,827.4,616.4,752.9
Daniel,male,Italian,MC,AW,1,ABOUT,572.9,877.7,0.208139509,-1.147258578,0.14,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,514.7,829.6,587.3,862.3,623.8,780,673.1,785.3,676.4,767.6
Daniel,male,Italian,MC,AW,1,ABOUT,607.9,1896.9,0.484024675,0.435542016,0.14,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,551.7,2030.6,625.3,1860,669.1,1790.6,715.1,1496.1,718.1,1314.3
Daniel,male,Italian,MC,AW,1,ABOUT,608.3,954.7,0.487177649,-1.027678863,0.22,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,560,874.6,647.3,915.1,729.3,1000.4,547.9,916.2,547.6,997.3
Daniel,male,Italian,MC,AW,1,ABOUT,610.7,925.7,0.506095488,-1.072715379,0.15,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,573.1,833,645.3,849.7,620.1,766.9,457.7,818.1,580.9,781.5
Daniel,male,Italian,MC,AW,1,ABOUT,631.4,1881.4,0.669261858,0.411470774,0.26,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,576.9,1875.6,647.5,1878.3,779.7,1593.2,773.6,1380.4,703.1,1299.9
Daniel,male,Italian,MC,AW,1,ABOUT,650.1,2517.9,0.816663362,1.399944654,0.24,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,620.5,2358.4,662.7,2290.5,791.1,2004.1,748,1578.1,607.6,1478.3
Daniel,male,Italian,MC,AW,1,ABOUT,732,2294.6,1.462234651,1.05316348,0.18,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,556.1,1880.7,618.7,2048.3,687.6,1914.8,758.1,1708,757.6,1507.4
Daniel,male,Italian,MC,AW,1,ABOUT,787.3,2164,1.898133214,0.850343859,0.19,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,522.8,1889.7,608.8,1982.8,685.1,1978,769.8,1415,649.3,1400.2
Fay,female,Anglo,UWC,AW,1,ABOUT,514,1615.3,-0.369154379,-0.242704204,0.14,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,495.4,1570.2,642.5,2082.7,378.4,843.8,529.6,1308.2,859.8,2077.5
Fay,female,Anglo,UWC,AW,1,ABOUT,593.7,1468.5,0.296566027,-0.487052721,0.15,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,580.7,1494.8,635.1,1452.8,602.8,1198.5,601.6,1253.9,595.9,1851
Fay,female,Anglo,UWC,AW,1,ABOUT,613.8,2243.9,0.464457873,0.803600143,0.13,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,528.1,2070.8,619.8,2255.2,648.7,2113.4,693.8,1998,564.8,1674
Fay,female,Anglo,UWC,AW,1,ABOUT,617,2275.2,0.491186923,0.855698975,0.19,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,600.5,2286.7,629.9,2249.1,790,2076.3,828.2,1713.1,817.2,1602.9
Fay,female,Anglo,UWC,AW,1,ABOUT,618.5,2347,0.503716166,0.975210035,0.11,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,538.7,2225.3,630.2,2307.7,672.8,2158.2,738.9,2066.5,665.8,2189.2
Fay,female,Anglo,UWC,AW,1,ABOUT,623.2,1616,0.542974458,-0.241539054,0.15,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,496,1431.8,658.3,1789.9,703.5,2261.3,816.7,2199.7,777.9,2140.9
Fay,female,Anglo,UWC,AW,1,ABOUT,652.6,1975.7,0.788547606,0.357181394,0.2,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,565.4,1740.1,712.2,1999.4,837.1,1922.8,841.1,1765.7,845.6,1778.2
Fay,female,Anglo,UWC,AW,1,ABOUT,659,2060.2,0.842005707,0.497831596,0.11,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,557,2096,686.6,2047.8,768.4,2204.6,641.5,1685.6,615.5,1218.8
Fay,female,Anglo,UWC,AW,1,ABOUT,661.6,2102.7,0.86372306,0.568572822,0.12,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,585.3,2160.8,671,2084,747.5,2011.5,774.9,1818.7,811.4,1691.5
Fay,female,Anglo,UWC,AW,1,ABOUT,743.2,2197.5,1.545313839,0.726367369,0.27,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,608.7,2276.7,770.8,2101.6,859.7,1723.3,706.9,1510.6,675.3,1309.1
Violetta,female,Italian,LWC,AW,1,ABOUT,489.9,1910.1,-0.243901356,0.455535625,0.2,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,472.6,1878,556,2094.8,481.4,793,510.2,1644.3,609.6,1683.4
Violetta,female,Italian,LWC,AW,1,ABOUT,509.6,1911.3,-0.107387705,0.458246781,0.13,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,428,1770.6,521.1,1877.4,596.1,1823.4,709.8,1776.8,707.6,1707.9
Violetta,female,Italian,LWC,AW,1,ABOUT,565.8,1926.6,0.282057331,0.492814016,0.06,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,565.8,1926.6,563.7,1924.3,546.1,1890.2,545.5,1848.9,545.5,1848.9
Violetta,female,Italian,LWC,AW,1,ABOUT,615.9,2007.4,0.629231643,0.675365167,0.17,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,501.2,1955.2,636.8,1992.9,732.9,2021,748.4,1791.9,733,1714.3
Violetta,female,Italian,LWC,AW,1,ABOUT,621.3,2090.2,0.666651629,0.862434911,0.07,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,605.2,2083.2,621.3,2090.2,656.5,2012,718.1,1951.7,720,1962.7
Violetta,female,Italian,LWC,AW,1,ABOUT,658.2,2121.2,0.922354864,0.9324731,0.09,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,658.2,2121.2,657.1,2045,647.7,1902.3,684.9,1739.5,714.5,1684.4
Violetta,female,Italian,LWC,AW,1,ABOUT,815.5,1951.2,2.012385187,0.548392708,0.08,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,813.6,1979.4,823.4,1878.8,817.7,1826.5,771.4,1708.7,666.2,1686.7
Phil,male,Italian,LWC,AW,1,ABOUT,481.9,1759.3,-0.516341048,1.171749582,0.08,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,469.2,1746.4,484.5,1758.2,548.3,1735.7,573.9,1667.2,568.9,1644.9
Phil,male,Italian,LWC,AW,1,ABOUT,510.9,1679.7,-0.237736786,0.922387696,0.14,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,475.1,1669.9,529,1696.7,612.1,1580,633.3,1579.5,592.2,1556.1
Phil,male,Italian,LWC,AW,1,ABOUT,526,1815.3,-0.092670429,1.347180055,0.15,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,484.1,1733.3,542.8,1827.3,559.4,1795.2,600.2,1746.4,619.3,1681.3
Alonso,male,Italian,LWC,AW,1,ABOUT,465.7,2131,-0.202427749,1.126744056,0.11,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,485.2,1965,469.4,2162.7,531,2198.9,561.9,1958.9,550.1,1866.5
Luigi,male,Italian,UWC,AW,1,ABOUT,488.2,1699.7,-0.400333527,0.153690411,0.14,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,474.2,1611.1,509,1704.8,584.6,1687.9,631.3,1631.6,520.1,1500.3
Luigi,male,Italian,UWC,AW,1,ABOUT,499.7,1728.6,-0.3011414,0.221553018,0.17,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,465,1660.8,520.6,1761.5,571,1502,581.9,1042,601.1,1047.1
Luigi,male,Italian,UWC,AW,1,ABOUT,500.6,1664.2,-0.293378538,0.070329768,0.13,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,476.6,1588.8,508.3,1676.5,569.2,1636.9,603.2,1524.1,567.1,1369.5
Luigi,male,Italian,UWC,AW,1,ABOUT,501.6,1691.2,-0.284753136,0.13373082,0.14,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,488.7,1621.2,530.7,1716.5,545.5,1596.4,551.2,1509.7,561.2,1393.9
Luigi,male,Italian,UWC,AW,1,ABOUT,504.8,1784.7,-0.257151849,0.353286316,0.23,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,480.5,1677.7,534.9,1731.1,564.8,1493.9,643.8,1371.5,610.2,1352.5
Luigi,male,Italian,UWC,AW,1,ABOUT,523.1,1698.6,-0.099306986,0.151107405,0.19,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,484.4,1618.1,570.3,1712.9,634,1656.7,716.3,1550.1,642.4,1538
Luigi,male,Italian,UWC,AW,1,ABOUT,525.2,1618.3,-0.081193641,-0.037452021,0.06,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,521.2,1608.8,522.2,1611.7,550.5,1664.1,569.5,1677.2,570.6,1676.4
Luigi,male,Italian,UWC,AW,1,ABOUT,539.2,1779.9,0.039561991,0.342015018,0.12,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,496.9,1756.1,546.2,1773.3,573.5,1732.5,591.7,1685.2,585.7,1604.1
Luigi,male,Italian,UWC,AW,1,ABOUT,546.5,1735.5,0.102527428,0.237755509,0.21,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,502.7,1692.9,544.6,1723.5,598.7,1632.5,570.2,1535.5,519.8,1460.2
Luigi,male,Italian,UWC,AW,1,ABOUT,548,1675,0.115465532,0.095690189,0.23,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,518.1,1692.7,563.7,1655.1,659.6,1567.8,612,1481.2,472,1594
Luigi,male,Italian,UWC,AW,1,ABOUT,570,1561.9,0.305224382,-0.169889775,0.23,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,553.2,1572.7,638.7,1659.9,675.7,1605.4,689.5,1515.7,646.4,1529.3
Luigi,male,Italian,UWC,AW,1,ABOUT,795.4,1580.9,2.249390064,-0.125274219,0.19,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,577.1,1500.9,794.4,1576.7,769.6,1285.1,688.7,1204.1,549.7,1245.4
Mitchell,male,Anglo,LWC,AW,1,ABOUT,484.5,1701.5,-0.280932567,0.382120548,0.13,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,453.6,1623,506.9,1723,534.3,1365.1,529.4,1264.8,542.9,1319.6
Mitchell,male,Anglo,LWC,AW,1,ABOUT,494,1692,-0.213197388,0.358860272,0.11,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,447.3,1644.1,498.7,1705.1,535.7,1753.7,589.5,1695.3,578.1,1644.7
Mitchell,male,Anglo,LWC,AW,1,ABOUT,506.3,1422.8,-0.125498158,-0.300262499,0.07,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,483.9,1351.2,502.1,1411.4,564,1536.7,569.5,1530.3,564.7,1514
Mitchell,male,Anglo,LWC,AW,1,ABOUT,518,1632.8,-0.042076938,0.213912025,0.17,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,500.7,1561.6,555.6,1394.8,546.8,1477,622.2,1393.6,602.1,1170.3
Mitchell,male,Anglo,LWC,AW,1,ABOUT,526.2,1640.8,0.016389215,0.233499626,0.11,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,427.7,1443.1,536.1,1668,578.8,1748.2,590.5,1823.9,656.2,1782.4
Mitchell,male,Anglo,LWC,AW,1,ABOUT,545.7,1564.4,0.155424581,0.046438037,0.13,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,482.1,1382,553.5,1596.5,577.6,1636,590.9,1625.9,577.9,1603.8
Mitchell,male,Anglo,LWC,AW,1,ABOUT,584,1754.3,0.428504299,0.511398714,0.11,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,526.6,1689.5,590.5,1756.8,625.6,1719.1,673.9,1592.7,707.8,1471.4
Mitchell,male,Anglo,LWC,AW,1,ABOUT,602,1541.5,0.556844637,-0.00963147,0.08,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,543.9,1446.2,609.1,1551.4,690.6,1651.4,739.9,1646.8,749.6,1642.7
Mitchell,male,Anglo,LWC,AW,1,ABOUT,613.9,1650.6,0.64169186,0.257494437,0.08,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,586.7,1652.2,613.9,1650.6,669.9,1733.9,684,1710.4,691.8,1697.3
Mitchell,male,Anglo,LWC,AW,1,ABOUT,623.9,1708.4,0.712992047,0.399014854,0.19,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,556.3,1586.9,566.5,1523.4,581.4,1325.8,552.8,1347.5,662.8,1517.4
Mitchell,male,Anglo,LWC,AW,1,ABOUT,636.5,1381.4,0.802830284,-0.401628334,0.18,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,594.2,1481.8,660.7,1370.5,718.2,1343.3,772.7,1348.6,779.6,1337.9
Lorraine,female,Italian,UWC,AW,1,ABOUT,519.3,1942.8,-0.423272946,0.186296849,0.08,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,486.5,1892.2,527.3,1946.6,653.3,1993.4,584.9,1774,487.1,1425
Lorraine,female,Italian,UWC,AW,1,ABOUT,523.2,1960.6,-0.397277004,0.223559382,0.14,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,413.8,1761.7,539.8,1995.5,634.5,2010,741.2,1884.9,672.2,1802.5
Lorraine,female,Italian,UWC,AW,1,ABOUT,530.3,2099.3,-0.349951059,0.513914067,0.1,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,448.7,1983.9,542.3,2115.1,567.4,2031.2,630.9,1688,638.9,1873.1
Lorraine,female,Italian,UWC,AW,1,ABOUT,556.4,1985,-0.175978217,0.274638361,0.08,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,547.9,1941.7,557.2,1994.1,611.4,2162.9,668.1,2152,696.1,2118.9
Lorraine,female,Italian,UWC,AW,1,ABOUT,562.7,1657,-0.133984772,-0.411997087,0.11,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,507.6,1587.4,572.9,1704.6,556.5,1680.4,616,1441.3,650.6,1371.7
Lorraine,female,Italian,UWC,AW,1,ABOUT,568.5,1987.1,-0.09532414,0.279034502,0.09,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,540.9,1933.5,580.3,1999.2,670.3,2050.8,687.9,1895.1,671.5,1732.2
Lorraine,female,Italian,UWC,AW,1,ABOUT,575.1,2027.6,-0.051331008,0.363817233,0.1,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,500.1,1837.5,587.3,2051.2,672.1,2113.8,740.1,2027.2,746.6,1935.4
Lorraine,female,Italian,UWC,AW,1,ABOUT,587,1976.5,0.027989943,0.256844454,0.1,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,585.6,1932.6,594.2,1991.6,696.1,2052.6,752,1832.6,754.5,1737
Lorraine,female,Italian,UWC,AW,1,ABOUT,590.1,1889.5,0.048653384,0.074718589,0.09,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,584.5,1796.1,597.6,1912.5,675.2,1987.7,704.6,1875.1,696,1778
Lorraine,female,Italian,UWC,AW,1,ABOUT,596,2117.1,0.087980578,0.551176601,0.08,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,570.1,2067.5,599.8,2121.6,675.6,2177.9,740.3,2130.7,784.5,2101
Celeste,female,Italian,LWC,AW,1,ABOUT,611.6,1956.5,0.566756106,0.461030255,0.15,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,391.7,1636.9,617.1,2012.7,624.1,2158.8,648.6,2163.2,568.1,2092.6
Celeste,female,Italian,LWC,AW,1,ABOUT,640,1760.3,0.749101238,0.105809897,0.14,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,558.3,1513.5,673,1861.3,841.7,1842.1,781.4,1566.2,690.4,1179.5
Celeste,female,Italian,LWC,AW,1,ABOUT,428.1,1793.3,-0.660154126,0.183992103,0.07,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,372.5,1736.4,428.1,1793.3,505.8,1967.7,388.9,1567,369.6,1373.3
Celeste,female,Italian,LWC,AW,1,ABOUT,541.6,1999.4,-0.000202245,0.560110929,0.16,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,495,1934.1,585.2,1989.7,328.9,971.5,272.6,806.1,310.4,821.5